temperature_c,humidity_pct,pressure_hpa,wind_speed_ms,cloud_cover_pct,altitude_m,distance_to_sea_km,latitude_deg,solar_radiation,evaporation_mm,day_of_year,rain_lag_1,rain_lag_3,rain_lag_7,soil_moisture_pct,monsoon_index,el_nino_index,climate_zone,rainfall_mm
27.980284918067397,49.09413800604344,1008.6848653014458,6.4305149708459135,87.45756177448459,3350.889277277891,261.4082976812173,-1.5060600614926614,1065.0178113845104,1.031566593575195,249,4.6526889741240325,3.2076607677990703,1.340616710357561,17.630349209665205,0.6976364466172268,1.3797245021202162,1,20.429841531173686
24.170414192972892,32.72643958316546,1003.747389687823,3.6150232991079205,79.901540798413,2797.8494484275016,294.81191917083663,-23.241891605882532,169.70702498240064,7.901900385489329,66,3.7988860511450504,0.39398113394467893,0.6792402374447354,55.22829861540223,0.8638174732547588,1.2262064633363308,0,5.928915379199562
28.886131228604157,30.38556590841019,1017.518017001599,1.4691266284839861,76.06069725158156,107.95532207502006,569.3824463715422,19.589726309272784,1048.8213461285704,3.353599298437887,206,0.6524259948418698,3.3873599693498635,0.9481907146574291,18.011217868573944,0.016969155123588764,-0.08472769075400022,1,0.0
34.13817913844815,32.0706983424202,997.6382369402626,8.852105669041926,16.13361483332597,2083.4129646288075,274.2449931573807,0.964217355800578,820.9835149856876,1.5342463138869633,138,4.546933028806034,2.1850100813941573,1.1996263555492204,9.602926360342781,0.5881048410002917,0.2135040738451941,0,0.0
23.595079751659984,68.71520208940322,1010.5894451068853,2.943715301693621,19.062411052574358,1279.746299212828,477.9164834535403,-26.80517468789114,819.1369144979359,9.884440114572113,149,0.8336218444024586,0.5865259422806843,1.3972367864670105,6.561346217481887,0.45219735324216925,-1.069025341776153,1,0.0
23.595178258304916,28.874663187174228,990.0173208591626,3.3832450711034774,54.771645498502075,119.03923239220975,35.347537209300064,-2.6885410138442793,230.52391078873373,0.9110984108710685,181,1.8236910756935338,4.826954643846596,1.8250915528213159,6.0993452253975455,0.19071176839971082,-1.8356333638959947,2,0.0
34.47527689304435,50.269515622302876,1000.9723781897757,15.671620323770991,58.01460166513663,1860.2607900250653,287.4233709974559,13.117638004252441,667.3460178525502,7.18271724940566,197,0.9746720522381215,6.990440354664616,1.347786860346736,18.169919799995892,0.2984781094975548,0.9804899225534365,1,49.411960860148014
29.604608374917454,81.4899776435672,1005.1057945539732,10.52187733647425,94.36240636185352,2046.859783102292,352.01690055046504,-14.291344949131926,445.7434291078543,3.529792160712666,57,1.8003143307021685,1.2314270157799,3.073863434597219,16.739871290717574,0.9335457323133675,0.5202848346952309,2,60.0415783228762
22.183153684390287,47.07611248865336,1022.8705178686636,7.031994382564129,46.868133465655546,882.8076419105913,67.93865541256253,28.838135868435955,677.2747497669947,8.413458989726793,278,1.0784359014574625,1.2004095928388392,0.15828424539863434,55.201073167971856,0.7351668333259588,-0.73182227856932,1,0.0
28.25536026151579,82.24810578850975,1019.1929722196384,1.2513394037650025,30.250260726137203,3289.5791283526937,181.3399916605608,24.49707294105403,832.1438438314411,5.472911773364571,50,3.2288131595992824,1.6944103371425598,4.439458106555295,24.722914685106048,0.9091613428504255,-0.9662673146612178,1,50.92796858183313
